asset_id,source_id,asset_title,asset_type,domain,ai_retrieval_candidate,included_in_retrieval,business_description_present,metadata_owner_present,lineage_documented,last_refreshed_at,classification,access_control_status,retention_status,semantic_label,document_structure_score,retrieval_ambiguity_score,risk_decision_signal,consumer_team,days_since_refresh
AST-00401,SRC-087,Sanctions Screening Table 0401,table,Sanctions Screening,True,True,True,True,True,2026-07-20,regulated_sensitive,aligned,aligned,business_registry,1.0,0.217,low,Customer Ops,2
AST-00402,SRC-094,Case Operations Table 0402,table,Case Operations,True,False,True,False,True,2026-07-07,restricted,aligned,aligned,access_policy,0.788,0.087,high,Customer Ops,15
AST-00403,SRC-044,Compliance Policy Table 0403,table,Compliance Policy,True,False,False,True,False,2026-07-22,public_internal,aligned,aligned,business_registry,0.968,0.02,low,AI Platform,0
AST-00404,SRC-012,Business Registry Policy Document 0404,policy_document,Business Registry,True,True,True,False,True,2026-07-14,restricted,aligned,aligned,business_registry,0.899,0.269,high,Identity Product,8
AST-00405,SRC-042,Case Operations Knowledge Article 0405,knowledge_article,Case Operations,True,True,True,False,True,2026-07-05,public_internal,aligned,aligned,fraud_indicator,1.0,0.366,medium,AI Platform,17
AST-00406,SRC-056,Business Registry Runbook 0406,runbook,Business Registry,True,False,True,True,True,2026-07-16,confidential,aligned,aligned,,0.586,0.417,medium,Customer Ops,6
AST-00407,SRC-040,Fraud Signals Table 0407,table,Fraud Signals,False,False,True,True,True,2026-06-12,confidential,aligned,aligned,business_registry,0.615,0.273,low,Customer Ops,40
AST-00408,SRC-050,Sanctions Screening Faq 0408,faq,Sanctions Screening,True,True,True,True,False,2026-07-08,confidential,aligned,missing_policy,case_workflow,0.855,0.129,low,Identity Product,14
AST-00409,SRC-028,Business Registry Policy Document 0409,policy_document,Business Registry,False,False,True,True,True,2026-07-03,restricted,aligned,expired,identity_verification,0.742,0.205,medium,Compliance Ops,19
AST-00410,SRC-038,Device Intelligence Table 0410,table,Device Intelligence,True,True,True,True,True,2026-07-16,confidential,aligned,aligned,fraud_indicator,0.81,0.539,low,Fraud Product,6
AST-00411,SRC-093,Compliance Policy Runbook 0411,runbook,Compliance Policy,True,True,True,True,True,2026-06-02,regulated_sensitive,missing_review,expired,identity_verification,0.901,0.529,medium,Customer Ops,50
AST-00412,SRC-094,Case Operations Case Note Template 0412,case_note_template,Case Operations,True,True,True,True,True,2026-07-10,public_internal,aligned,aligned,retention_rule,1.0,0.334,high,Fraud Product,12
AST-00413,SRC-046,Identity Verification Runbook 0413,runbook,Identity Verification,True,False,True,True,False,2026-07-07,restricted,aligned,expired,access_policy,1.0,0.179,high,Customer Ops,15
AST-00414,SRC-083,Sanctions Screening Knowledge Article 0414,knowledge_article,Sanctions Screening,True,True,True,True,True,2026-07-20,confidential,aligned,aligned,business_registry,0.613,0.294,high,Identity Product,2
AST-00415,SRC-031,Case Operations Faq 0415,faq,Case Operations,True,True,True,True,True,2026-04-21,confidential,aligned,aligned,access_policy,0.683,0.208,medium,Identity Product,92
AST-00416,SRC-014,Sanctions Screening Knowledge Article 0416,knowledge_article,Sanctions Screening,False,False,True,True,True,2026-07-16,restricted,aligned,aligned,risk_decision_signal,0.787,0.548,medium,Identity Product,6
AST-00417,SRC-080,Device Intelligence Knowledge Article 0417,knowledge_article,Device Intelligence,True,False,True,True,True,2026-06-14,public_internal,aligned,aligned,business_registry,0.649,0.478,low,Customer Ops,38
AST-00418,SRC-074,Customer Risk Notes Table 0418,table,Customer Risk Notes,True,True,True,True,False,2026-06-27,public_internal,aligned,aligned,entity_resolution,0.924,0.02,medium,Fraud Product,25
AST-00419,SRC-017,Device Intelligence Knowledge Article 0419,knowledge_article,Device Intelligence,True,True,False,True,False,2026-05-09,restricted,aligned,missing_policy,business_registry,0.766,0.354,low,Customer Ops,74
AST-00420,SRC-047,Compliance Policy Knowledge Article 0420,knowledge_article,Compliance Policy,True,True,True,False,True,2026-06-04,restricted,aligned,expired,entity_resolution,0.92,0.436,high,Identity Product,48
AST-00421,SRC-044,Compliance Policy Table 0421,table,Compliance Policy,True,False,False,False,False,2026-05-30,confidential,aligned,aligned,sanctions_context,0.571,0.272,medium,Fraud Product,53
AST-00422,SRC-036,Case Operations Policy Document 0422,policy_document,Case Operations,True,True,False,True,True,2026-07-11,confidential,aligned,aligned,risk_decision_signal,0.81,0.02,high,Compliance Ops,11
AST-00423,SRC-066,Case Operations Faq 0423,faq,Case Operations,True,False,True,True,True,2026-07-17,regulated_sensitive,aligned,aligned,retention_rule,0.694,0.283,medium,Fraud Product,5
AST-00424,SRC-008,Identity Verification Table 0424,table,Identity Verification,True,False,True,True,True,2026-07-11,restricted,aligned,aligned,risk_decision_signal,0.746,0.201,low,Identity Product,11
AST-00425,SRC-013,Identity Verification Faq 0425,faq,Identity Verification,True,True,False,True,False,2026-07-12,confidential,aligned,aligned,sanctions_context,0.766,0.32,medium,Identity Product,10
AST-00426,SRC-069,Sanctions Screening Case Note Template 0426,case_note_template,Sanctions Screening,True,True,True,True,True,2026-06-30,confidential,aligned,missing_policy,device_risk,1.0,0.36,medium,AI Platform,22
AST-00427,SRC-062,Identity Verification Table 0427,table,Identity Verification,False,False,False,True,True,2026-07-16,confidential,aligned,aligned,case_workflow,0.695,0.087,medium,AI Platform,6
AST-00428,SRC-092,Fraud Signals Knowledge Article 0428,knowledge_article,Fraud Signals,False,False,True,True,True,2026-07-18,public_internal,missing_review,aligned,sanctions_context,0.986,0.418,medium,Customer Ops,4
AST-00429,SRC-082,Business Registry Table 0429,table,Business Registry,True,False,True,True,True,2026-07-20,public_internal,missing_review,aligned,risk_decision_signal,0.884,0.268,medium,Compliance Ops,2
AST-00430,SRC-060,Fraud Signals Knowledge Article 0430,knowledge_article,Fraud Signals,True,True,True,True,True,2026-07-20,restricted,overexposed,aligned,access_policy,0.787,0.611,high,AI Platform,2
AST-00431,SRC-035,Compliance Policy Table 0431,table,Compliance Policy,True,True,False,False,False,2026-07-12,restricted,aligned,aligned,identity_verification,0.764,0.298,medium,Customer Ops,10
AST-00432,SRC-087,Sanctions Screening Knowledge Article 0432,knowledge_article,Sanctions Screening,True,True,True,True,True,2026-07-19,restricted,aligned,aligned,entity_resolution,1.0,0.365,medium,Fraud Product,3
AST-00433,SRC-079,Fraud Signals Faq 0433,faq,Fraud Signals,True,True,True,True,True,2026-05-26,confidential,aligned,missing_policy,identity_verification,0.98,0.288,high,AI Platform,57
AST-00434,SRC-089,Case Operations Runbook 0434,runbook,Case Operations,True,True,True,True,True,2026-07-18,confidential,missing_review,aligned,business_registry,0.791,0.309,medium,Identity Product,4
AST-00435,SRC-048,Fraud Signals Table 0435,table,Fraud Signals,False,False,False,True,False,2026-07-15,public_internal,aligned,aligned,access_policy,0.783,0.312,high,AI Platform,7
AST-00436,SRC-041,Fraud Signals Runbook 0436,runbook,Fraud Signals,False,False,False,True,True,2026-07-19,restricted,aligned,aligned,retention_rule,0.614,0.486,medium,AI Platform,3
AST-00437,SRC-013,Identity Verification Policy Document 0437,policy_document,Identity Verification,True,True,True,True,False,2026-06-27,public_internal,aligned,aligned,identity_verification,0.869,0.02,high,Fraud Product,25
AST-00438,SRC-005,Sanctions Screening Table 0438,table,Sanctions Screening,True,True,False,False,True,2026-06-28,regulated_sensitive,aligned,missing_policy,identity_verification,0.887,0.179,medium,Fraud Product,24
AST-00439,SRC-028,Business Registry Table 0439,table,Business Registry,False,False,True,True,True,2026-07-17,public_internal,missing_review,aligned,fraud_indicator,0.559,0.122,low,Customer Ops,5
AST-00440,SRC-071,Business Registry Table 0440,table,Business Registry,True,False,True,True,False,2026-07-20,regulated_sensitive,aligned,aligned,risk_decision_signal,0.765,0.058,unclear,AI Platform,2
AST-00441,SRC-095,Case Operations Table 0441,table,Case Operations,True,True,False,True,True,2026-07-20,confidential,aligned,missing_policy,identity_verification,0.543,0.116,medium,Compliance Ops,2
AST-00442,SRC-090,Compliance Policy Case Note Template 0442,case_note_template,Compliance Policy,True,True,False,True,False,2026-07-09,confidential,missing_review,aligned,,0.756,0.379,low,Customer Ops,13
AST-00443,SRC-040,Fraud Signals Runbook 0443,runbook,Fraud Signals,True,True,True,True,True,2026-05-11,restricted,overexposed,aligned,case_workflow,0.43,0.474,high,Customer Ops,72
AST-00444,SRC-073,Business Registry Table 0444,table,Business Registry,True,True,False,False,True,2026-07-07,regulated_sensitive,aligned,aligned,device_risk,0.406,0.081,medium,Customer Ops,15
AST-00445,SRC-094,Case Operations Table 0445,table,Case Operations,True,True,True,True,True,2026-07-13,restricted,overexposed,aligned,entity_resolution,0.851,0.208,high,Fraud Product,9
AST-00446,SRC-008,Identity Verification Runbook 0446,runbook,Identity Verification,True,True,True,False,True,2026-04-19,confidential,aligned,aligned,,0.934,0.257,medium,Compliance Ops,94
AST-00447,SRC-031,Case Operations Table 0447,table,Case Operations,True,True,True,False,False,2026-04-19,regulated_sensitive,missing_review,missing_policy,business_registry,0.606,0.552,low,Compliance Ops,94
AST-00448,SRC-071,Business Registry Case Note Template 0448,case_note_template,Business Registry,True,True,True,True,True,2026-07-08,confidential,aligned,expired,sanctions_context,0.935,0.062,high,Identity Product,14
AST-00449,SRC-089,Case Operations Knowledge Article 0449,knowledge_article,Case Operations,True,True,True,True,False,2026-07-16,confidential,aligned,aligned,sanctions_context,0.706,0.356,medium,Fraud Product,6
AST-00450,SRC-033,Customer Risk Notes Runbook 0450,runbook,Customer Risk Notes,True,True,False,True,True,2026-07-21,public_internal,aligned,aligned,sanctions_context,0.686,0.029,medium,Identity Product,1
AST-00451,SRC-035,Compliance Policy Knowledge Article 0451,knowledge_article,Compliance Policy,True,True,True,False,False,2026-07-10,public_internal,aligned,aligned,device_risk,0.843,0.355,low,Identity Product,12
AST-00452,SRC-060,Fraud Signals Table 0452,table,Fraud Signals,True,True,True,True,False,2026-07-21,regulated_sensitive,aligned,aligned,fraud_indicator,0.764,0.276,low,Customer Ops,1
AST-00453,SRC-053,Fraud Signals Faq 0453,faq,Fraud Signals,True,False,True,True,True,2026-06-17,restricted,aligned,expired,entity_resolution,0.627,0.486,low,Fraud Product,35
AST-00454,SRC-058,Identity Verification Knowledge Article 0454,knowledge_article,Identity Verification,False,False,True,True,True,2026-07-15,restricted,aligned,aligned,fraud_indicator,0.753,0.07,medium,Fraud Product,7
AST-00455,SRC-012,Business Registry Knowledge Article 0455,knowledge_article,Business Registry,True,True,True,True,True,2026-07-17,restricted,missing_review,aligned,identity_verification,0.753,0.339,low,Compliance Ops,5
AST-00456,SRC-046,Identity Verification Knowledge Article 0456,knowledge_article,Identity Verification,True,True,True,True,False,2026-07-16,regulated_sensitive,aligned,aligned,business_registry,0.818,0.216,high,Fraud Product,6
AST-00457,SRC-083,Sanctions Screening Policy Document 0457,policy_document,Sanctions Screening,True,True,True,True,False,2026-07-12,restricted,aligned,aligned,access_policy,0.692,0.081,medium,AI Platform,10
AST-00458,SRC-049,Compliance Policy Table 0458,table,Compliance Policy,True,True,True,True,True,2026-07-08,restricted,overexposed,aligned,fraud_indicator,0.946,0.171,high,Fraud Product,14
AST-00459,SRC-016,Business Registry Runbook 0459,runbook,Business Registry,True,True,True,True,True,2026-06-05,confidential,aligned,aligned,business_registry,0.661,0.02,low,AI Platform,47
AST-00460,SRC-070,Customer Risk Notes Faq 0460,faq,Customer Risk Notes,True,True,True,True,True,2026-06-02,confidential,aligned,aligned,access_policy,0.885,0.188,unclear,Customer Ops,50
AST-00461,SRC-030,Fraud Signals Table 0461,table,Fraud Signals,True,False,True,True,True,2026-07-13,confidential,aligned,missing_policy,entity_resolution,0.668,0.15,high,Fraud Product,9
AST-00462,SRC-066,Case Operations Case Note Template 0462,case_note_template,Case Operations,False,False,False,True,False,2026-07-14,regulated_sensitive,aligned,aligned,risk_decision_signal,0.759,0.109,medium,Identity Product,8
AST-00463,SRC-096,Business Registry Table 0463,table,Business Registry,True,False,True,True,True,2026-07-07,public_internal,aligned,aligned,business_registry,0.917,0.392,high,AI Platform,15
AST-00464,SRC-072,Identity Verification Table 0464,table,Identity Verification,True,True,False,False,True,2026-07-05,restricted,aligned,expired,sanctions_context,0.628,0.176,low,Fraud Product,17
AST-00465,SRC-008,Identity Verification Table 0465,table,Identity Verification,False,False,True,True,True,2026-06-18,public_internal,aligned,aligned,fraud_indicator,0.765,0.08,high,Fraud Product,34
AST-00466,SRC-067,Device Intelligence Policy Document 0466,policy_document,Device Intelligence,True,True,True,False,False,2026-07-03,confidential,aligned,aligned,risk_decision_signal,0.723,0.198,unclear,AI Platform,19
AST-00467,SRC-034,Business Registry Table 0467,table,Business Registry,False,False,True,True,False,2026-05-11,regulated_sensitive,aligned,expired,risk_decision_signal,0.87,0.455,high,Identity Product,72
AST-00468,SRC-025,Compliance Policy Table 0468,table,Compliance Policy,True,False,True,True,False,2026-07-20,confidential,overexposed,aligned,access_policy,0.884,0.093,low,Customer Ops,2
AST-00469,SRC-039,Fraud Signals Table 0469,table,Fraud Signals,False,False,True,True,True,2026-06-18,confidential,aligned,missing_policy,fraud_indicator,0.711,0.652,medium,Compliance Ops,34
AST-00470,SRC-029,Business Registry Runbook 0470,runbook,Business Registry,True,True,True,True,False,2026-06-21,restricted,aligned,aligned,business_registry,0.927,0.459,high,Customer Ops,31
AST-00471,SRC-045,Case Operations Case Note Template 0471,case_note_template,Case Operations,False,False,True,False,True,2026-06-13,confidential,aligned,aligned,access_policy,0.782,0.238,low,Compliance Ops,39
AST-00472,SRC-084,Sanctions Screening Knowledge Article 0472,knowledge_article,Sanctions Screening,True,False,True,True,False,2026-07-17,regulated_sensitive,aligned,aligned,business_registry,0.69,0.279,unclear,Identity Product,5
AST-00473,SRC-069,Sanctions Screening Knowledge Article 0473,knowledge_article,Sanctions Screening,True,True,False,True,False,2026-06-12,confidential,missing_review,aligned,device_risk,0.558,0.031,medium,Compliance Ops,40
AST-00474,SRC-014,Sanctions Screening Runbook 0474,runbook,Sanctions Screening,True,True,True,True,False,2026-04-29,confidential,aligned,expired,fraud_indicator,0.953,0.186,medium,Customer Ops,84
AST-00475,SRC-007,Sanctions Screening Table 0475,table,Sanctions Screening,False,False,True,True,True,2026-04-25,confidential,overexposed,aligned,access_policy,0.704,0.159,medium,Customer Ops,88
AST-00476,SRC-071,Business Registry Runbook 0476,runbook,Business Registry,True,True,True,True,True,2026-07-07,confidential,missing_review,aligned,sanctions_context,0.924,0.149,medium,AI Platform,15
AST-00477,SRC-012,Business Registry Policy Document 0477,policy_document,Business Registry,True,True,True,True,True,2026-07-13,restricted,aligned,aligned,business_registry,0.714,0.51,medium,Compliance Ops,9
AST-00478,SRC-038,Device Intelligence Table 0478,table,Device Intelligence,True,True,True,False,False,2026-07-17,confidential,aligned,aligned,risk_decision_signal,0.631,0.247,medium,Fraud Product,5
